ID_Cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Fatura_Online,Metodo_Pagamento,Gasto_Mensal,Gasto_Total
3961-SXAXY,Nao,Masculino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),44.05,44.05
3963-RYFNS,Nao,Feminino,0,Nao,Nao,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),116.45,8013.55
3966-HRMZA,Nao,Feminino,1,Nao,Nao,3,Sim,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Nao,Mailed check,75.05,202.9
3967-KXAPS,Nao,Masculino,0,Sim,Nao,72,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Credit card (automatic),92.3,6719.9
3967-VQOGC,Nao,Feminino,0,Sim,Sim,67,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,24.9,1680.25
3969-GYXEL,Nao,Feminino,0,Nao,Nao,11,Sim,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Nao,Electronic check,76.4,838.7
3969-JQABI,Nao,Feminino,0,Sim,Nao,58,Sim,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Sim,Credit card (automatic),65.25,3791.6
3970-XGJDU,Nao,Feminino,0,Nao,Nao,62,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),19.2,1123.65
3973-SKMLN,Nao,Masculino,0,Nao,Nao,71,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),19.9,1355.1
3976-BWUCK,Sim,Feminino,0,Sim,Nao,30,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Sim,Credit card (automatic),94.1,2804.45
3976-HXHCE,Nao,Masculino,0,Nao,Nao,72,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Bank transfer (automatic),19.3,1414.8
3976-NLDEZ,Nao,Masculino,0,Nao,Nao,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.6,20.6
3977-QCRSL,Nao,Feminino,0,Nao,Nao,5,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.15,117.95
3978-YNKDD,Nao,Masculino,0,Nao,Sim,19,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),20.85,467.5
3981-QSVQI,Nao,Masculino,0,Nao,Nao,8,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Bank transfer (automatic),19.7,168.9
3982-DQLUS,Nao,Masculino,1,Sim,Sim,65,Sim,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Sim,Electronic check,85.75,5688.45
3982-JGSFD,Nao,Masculino,0,Nao,Nao,36,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Credit card (automatic),20.35,695.85
3982-XWFZQ,Sim,Feminino,0,Sim,Nao,42,Sim,Yes,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,50.25,2203.65
3985-HOYPM,Nao,Masculino,0,Nao,Nao,26,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,19.4,525.55
3987-KQDDU,Nao,Masculino,0,Nao,Nao,9,Sim,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Nao,Electronic check,75.6,661.55
3988-RQIXO,Sim,Feminino,1,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,91.3,91.3
3990-QYKBE,Sim,Masculino,1,Sim,Nao,37,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,92.5,3473.4
3992-YWPKO,Sim,Feminino,0,Nao,Nao,6,Sim,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Sim,Credit card (automatic),109.9,669.45
3995-WFCSM,Nao,Feminino,0,Nao,Nao,2,Sim,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Nao,Electronic check,60.85,111.4
3996-ZNWYK,Nao,Masculino,1,Sim,Sim,71,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.8,1388.45
3999-QGRJH,Sim,Masculino,1,Nao,Nao,8,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,69.7,560.85
3999-WRNGR,Nao,Feminino,0,Sim,Sim,60,Nao,Sem servico de telefone,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,49.75,3069.45
4000-VGMQP,Nao,Masculino,0,Sim,Sim,38,Sim,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Nao,Credit card (automatic),78.95,2862.55
4001-TSBTV,Nao,Feminino,0,Sim,Sim,58,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,91.55,5511.65
4002-BQWPQ,Nao,Masculino,0,Nao,Nao,25,Sim,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Nao,Bank transfer (automatic),81.75,2028.8
4003-FUSHP,Nao,Masculino,0,Nao,Nao,19,Sim,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Sim,Credit card (automatic),61.55,1093.2
4003-OCTMP,Nao,Feminino,0,Sim,Nao,31,Sim,No,DSL,Yes,No,No,Yes,No,Yes,One year,Sim,Electronic check,64.0,1910.75
4006-HKYHO,Nao,Masculino,0,Nao,Nao,63,Sim,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),86.7,5309.5
4007-NHVHI,Nao,Feminino,1,Nao,Nao,56,Sim,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Sim,Electronic check,96.85,5219.65
4009-ALQFH,Sim,Feminino,0,Nao,Nao,25,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,99.5,2369.05
4010-YLMVT,Nao,Feminino,0,Nao,Nao,56,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Sim,Credit card (automatic),106.6,5893.95
4011-ARPHK,Nao,Masculino,0,Nao,Nao,27,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Nao,Mailed check,50.35,1411.35
4012-YCFAI,Nao,Masculino,0,Sim,Nao,60,Sim,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Sim,Mailed check,61.35,3766.2
4012-ZTHBR,Nao,Feminino,0,Sim,Sim,21,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,44.95,926.25
4013-GUXND,Nao,Masculino,0,Nao,Nao,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.8,20.8
4013-TLDHQ,Sim,Masculino,0,Nao,Nao,19,Sim,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Sim,Electronic check,78.25,1490.95
4013-UBXWQ,Sim,Feminino,0,Nao,Nao,7,Sim,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,74.65,521.1
4016-BJKTZ,Nao,Feminino,0,Nao,Nao,25,Sim,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Electronic check,108.9,2809.05
4018-KJYUY,Nao,Masculino,0,Nao,Sim,22,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),20.15,432.5
4018-PPNDW,Nao,Feminino,0,Sim,Sim,61,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,24.1,1551.6
4020-KIUDI,Nao,Masculino,0,Sim,Sim,6,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),19.85,138.85
4021-RQSNY,Sim,Masculino,1,Sim,Nao,29,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,98.5,3004.15
4023-RTIQM,Nao,Feminino,1,Sim,Nao,31,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,No,No,Yes,One year,Sim,Credit card (automatic),50.4,1580.1
4024-CSNBY,Nao,Feminino,0,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Sim,Bank transfer (automatic),94.25,6849.75
4026-SKKHW,Nao,Masculino,0,Nao,Nao,3,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Mailed check,50.25,152.3
4029-HPFVY,Nao,Masculino,0,Nao,Nao,3,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Mailed check,70.3,220.4
4030-VPZBD,Sim,Feminino,0,Nao,Nao,2,Nao,Sem servico de telefone,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Electronic check,30.9,59.05
4032-RMHCI,Nao,Feminino,0,Sim,Sim,41,Nao,Sem servico de telefone,DSL,Yes,No,Yes,No,No,No,One year,Nao,Credit card (automatic),35.4,1412.4
4039-HEUNW,Sim,Masculino,1,Sim,Nao,36,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,96.5,3436.1
4039-PIMHX,Nao,Masculino,1,Sim,Nao,49,Sim,No,DSL,No,Yes,No,No,No,No,Two year,Nao,Mailed check,49.8,2398.4
4043-MKDTV,Nao,Masculino,0,Sim,Nao,71,Sim,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Electronic check,105.25,7291.75
4049-ZPALD,Nao,Feminino,0,Sim,Nao,64,Sim,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Sim,Bank transfer (automatic),99.0,6375.8
4054-CUMIA,Nao,Feminino,0,Sim,Sim,18,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,20.25,401.95
4056-QHXHZ,Nao,Feminino,0,Sim,Sim,72,Sim,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Nao,Mailed check,107.45,7576.7
4057-FKCZK,Nao,Masculino,0,Sim,Sim,58,Sim,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Nao,Bank transfer (automatic),82.5,4828.05
4059-IIEBK,Nao,Feminino,0,Nao,Nao,7,Sim,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),78.55,522.95
4060-LDNLU,Nao,Masculino,0,Nao,Nao,7,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Nao,Electronic check,96.2,639.7
4061-UKJWL,Nao,Masculino,0,Nao,Nao,3,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,45.45,141.7
4062-HBMOS,Nao,Masculino,0,Nao,Nao,52,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,103.05,5364.8
4063-EIKNQ,Nao,Masculino,0,Sim,Sim,11,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Bank transfer (automatic),20.95,267.35
4065-JJAVA,Nao,Feminino,0,Nao,Nao,1,Sim,No,DSL,No,Yes,No,No,No,No,Month-to-month,Nao,Electronic check,49.5,49.5
4067-HLYQI,Nao,Feminino,0,Nao,Nao,33,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),70.4,2406.1
4070-OKWVH,Nao,Feminino,0,Sim,Nao,52,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Nao,Bank transfer (automatic),94.6,5025.8
4072-IPYLT,Nao,Feminino,0,Sim,Sim,36,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Nao,Credit card (automatic),51.05,1815.0
4074-SJFFA,Sim,Feminino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,No,No,Yes,Month-to-month,Sim,Mailed check,54.75,54.75
4075-JFPGR,Nao,Feminino,0,Sim,Nao,51,Sim,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Sim,Electronic check,93.5,4619.55
4077-CROMM,Sim,Feminino,0,Sim,Sim,31,Sim,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,104.2,3243.45
4077-HWUYD,Nao,Masculino,0,Sim,Sim,72,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),87.55,6463.15
4078-SAYYN,Sim,Feminino,0,Nao,Nao,11,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,100.75,1129.75
4079-ULGFR,Nao,Masculino,0,Nao,Nao,16,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.0,275.7
4079-VTGLK,Nao,Masculino,1,Sim,Nao,30,Sim,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Nao,Electronic check,74.85,2181.75
4079-WWQQQ,Nao,Masculino,0,Nao,Nao,72,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),65.55,4807.45
4080-IIARD,Nao,Feminino,0,Sim,Nao,13,Sim,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Sim,Electronic check,76.2,981.45
4080-OGPJL,Sim,Feminino,0,Nao,Nao,8,Sim,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Nao,Electronic check,71.15,563.65
4081-DYXAV,Sim,Feminino,0,Nao,Nao,19,Nao,Sem servico de telefone,DSL,No,No,No,No,Yes,Yes,One year,Sim,Credit card (automatic),44.85,893.55
4083-BFNYK,Nao,Feminino,1,Sim,Nao,38,Sim,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Nao,Credit card (automatic),95.0,3591.25
4083-EUGRJ,Sim,Masculino,0,Nao,Nao,9,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.25,178.5
4086-ATNFV,Nao,Feminino,0,Sim,Sim,34,Sim,No,DSL,Yes,Yes,Yes,No,No,No,One year,Sim,Mailed check,60.8,2042.05
4086-WITJG,Nao,Masculino,0,Sim,Sim,71,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),19.7,1301.1
4086-YQSNZ,Sim,Feminino,1,Sim,Nao,3,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,80.4,224.05
4088-YLDSU,Sim,Masculino,0,Sim,Nao,55,Sim,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Sim,Electronic check,104.15,5743.05
4090-KPJIP,Nao,Feminino,0,Nao,Nao,3,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.95,212.4
4091-TVOCN,Nao,Masculino,0,Nao,Sim,48,Sim,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Sim,Credit card (automatic),78.75,3682.45
4092-OFQZS,Nao,Masculino,0,Sim,Nao,20,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,20.65,417.5
4094-NSEDU,Sim,Feminino,1,Nao,Nao,21,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,94.25,1973.75
4097-YODCF,Nao,Masculino,0,Nao,Sim,34,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Sim,Electronic check,103.8,3470.8
4098-NAUKP,Nao,Masculino,1,Sim,Sim,68,Sim,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Sim,Electronic check,84.65,5683.6
4102-HLENU,Nao,Feminino,0,Sim,Nao,67,Sim,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Nao,Mailed check,65.65,4322.85
4102-OQUPX,Sim,Masculino,1,Sim,Nao,1,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.4,74.4
4104-PVRPS,Nao,Masculino,0,Sim,Nao,24,Sim,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Nao,Mailed check,53.6,1315.35
4106-HADHQ,Sim,Masculino,0,Sim,Sim,39,Sim,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Nao,Credit card (automatic),80.0,3182.95
4109-CYRBD,Nao,Masculino,1,Sim,Nao,29,Sim,Yes,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,51.6,1442.0
4110-PFEUZ,Sim,Feminino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,69.55,69.55
4111-BNXIF,Nao,Feminino,0,Sim,Sim,67,Nao,Sem servico de telefone,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Electronic check,59.55,4103.9
4112-LUEIZ,Sim,Masculino,0,Nao,Nao,10,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,89.5,863.1
4114-QMKVN,Nao,Feminino,0,Sim,Sim,56,Sim,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Nao,Bank transfer (automatic),68.75,3815.4
4115-BNPJY,Nao,Masculino,0,Sim,Sim,29,Sim,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Nao,Mailed check,75.55,2054.4
4115-NZRKS,Nao,Feminino,1,Nao,Nao,7,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,89.15,574.35
4115-UMJFQ,Nao,Masculino,0,Nao,Nao,69,Nao,Sem servico de telefone,DSL,No,Yes,Yes,No,No,No,One year,Sim,Bank transfer (automatic),35.75,2492.25
4116-IQRFR,Nao,Masculino,0,Sim,Sim,4,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Credit card (automatic),24.1,73.1
4116-TZAQJ,Sim,Feminino,0,Nao,Nao,9,Sim,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sim,Credit card (automatic),74.25,639.65
4118-CEVPF,Nao,Feminino,1,Nao,Nao,35,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Sim,Bank transfer (automatic),110.8,3836.3
4119-ZYPZY,Nao,Masculino,1,Nao,Nao,71,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Sim,Electronic check,106.8,7623.2
4121-AGSIN,Nao,Feminino,0,Sim,Sim,58,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Credit card (automatic),24.5,1497.9
4123-DVHPH,Nao,Masculino,0,Sim,Nao,9,Sim,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,88.05,801.3
4123-FCVCB,Nao,Feminino,0,Nao,Nao,12,Sim,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Sim,Mailed check,75.85,854.45
4124-MMETB,Sim,Masculino,0,Nao,Nao,22,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Credit card (automatic),94.65,2104.55
4128-ETESU,Nao,Feminino,1,Sim,Nao,47,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Nao,Electronic check,99.7,4747.2
4129-LYCOI,Nao,Feminino,0,Nao,Sim,67,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Sim,Electronic check,104.0,7039.05
4130-MZLCC,Nao,Feminino,0,Nao,Nao,5,Sim,No,DSL,No,Yes,No,No,No,No,Month-to-month,Nao,Bank transfer (automatic),50.55,244.75
4132-KALRO,Nao,Feminino,0,Nao,Nao,4,Sim,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Sim,Mailed check,100.85,399.25
4132-POCZS,Nao,Masculino,0,Sim,Nao,52,Nao,Sem servico de telefone,DSL,Yes,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,39.9,2020.9
4134-BSXLX,Nao,Masculino,0,Sim,Nao,28,Sim,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Nao,Mailed check,60.9,1785.65
4135-FRWKJ,Nao,Feminino,1,Sim,Sim,55,Sim,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Nao,Electronic check,76.25,4154.55
4137-BTIKL,Nao,Masculino,0,Nao,Nao,2,Sim,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Nao,Mailed check,90.75,174.75
4137-JOPHL,Nao,Feminino,0,Nao,Nao,50,Sim,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Sim,Bank transfer (automatic),89.7,4304.5
4138-NAXED,Nao,Masculino,0,Nao,Nao,51,Sim,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Nao,Bank transfer (automatic),81.0,4085.75
4139-DETXS,Nao,Feminino,0,Sim,Sim,72,Nao,Sem servico de telefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Bank transfer (automatic),64.45,4528.0
4139-JPIAM,Nao,Masculino,0,Nao,Nao,51,Nao,Sem servico de telefone,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Sim,Credit card (automatic),44.45,2181.55
4139-SUGLD,Sim,Masculino,0,Sim,Sim,31,Nao,Sem servico de telefone,DSL,Yes,No,No,Yes,No,No,Month-to-month,Nao,Bank transfer (automatic),35.4,1077.5
4140-MUHUG,Sim,Feminino,1,Nao,Nao,3,Sim,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,86.85,220.95
4140-WJAWW,Sim,Feminino,0,Nao,Nao,5,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),19.85,108.05
4143-HHPMK,Sim,Masculino,0,Nao,Nao,52,Sim,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Sim,Electronic check,85.35,4338.6
4143-OOBWZ,Sim,Masculino,0,Sim,Nao,5,Sim,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Sim,Electronic check,81.3,416.3
4145-UQXUQ,Sim,Feminino,1,Nao,Nao,8,Sim,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,92.1,729.95
4146-SVFUD,Nao,Masculino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,44.6,44.6
4154-AQUGT,Sim,Masculino,1,Sim,Nao,13,Sim,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Sim,Bank transfer (automatic),89.05,1169.35
4159-NAAIX,Nao,Feminino,0,Nao,Nao,63,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Nao,Bank transfer (automatic),97.45,6253.0
4160-AMJTL,Sim,Feminino,1,Nao,Nao,8,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Electronic check,19.65,164.3
4163-HFTUK,Nao,Masculino,0,Nao,Nao,51,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Electronic check,19.1,1007.8
4163-KIUHY,Nao,Masculino,0,Nao,Nao,35,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Electronic check,25.6,901.25
4163-NCJAK,Nao,Feminino,0,Sim,Nao,46,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Bank transfer (automatic),24.45,1066.15
4174-LPGTI,Sim,Feminino,0,Sim,Sim,41,Sim,No,DSL,No,Yes,No,Yes,No,Yes,One year,Sim,Bank transfer (automatic),66.5,2728.6
4176-FXYBO,Nao,Masculino,0,Sim,Nao,54,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Nao,Electronic check,109.55,6118.95
4176-RELJR,Nao,Masculino,1,Nao,Nao,67,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),25.1,1672.15
4177-JPDFU,Nao,Masculino,0,Nao,Nao,12,Nao,Sem servico de telefone,DSL,No,Yes,No,Yes,No,No,Month-to-month,Nao,Mailed check,34.0,442.45
4178-EGMON,Nao,Masculino,0,Sim,Nao,70,Sim,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Sim,Credit card (automatic),88.0,5986.45
4182-BGSIQ,Nao,Feminino,0,Sim,Sim,10,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Bank transfer (automatic),19.8,196.75
4183-MYFRB,Nao,Feminino,0,Nao,Nao,21,Sim,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sim,Electronic check,90.05,1862.9
4183-WCSEP,Sim,Masculino,0,Nao,Nao,31,Sim,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Sim,Electronic check,78.45,2435.15
4184-TJFAN,Sim,Feminino,1,Sim,Sim,3,Sim,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Sim,Mailed check,88.3,273.75
4184-VODJZ,Nao,Masculino,0,Sim,Sim,63,Sim,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Sim,Electronic check,91.35,5764.7
4186-ZBUEW,Nao,Feminino,0,Nao,Nao,36,Sim,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Sim,Mailed check,70.7,2511.95
